City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Barra Da Estiva,BR,2020-01-14 04:48:28,-13.63,-41.33,64.81,87,0,4.43
304,Severo-Yeniseyskiy,RU,2020-01-14 04:48:28,60.37,93.04,6.51,89,60,8.25
305,Marienburg,PL,2020-01-14 04:48:28,54.04,19.03,39.0,93,75,12.75
306,North Bend,US,2020-01-14 04:48:29,43.41,-124.22,43.0,87,90,11.41
307,Maneadero,MX,2020-01-14 04:48:29,31.72,-116.57,50.49,87,0,1.86
308,Oktyabrskoye,RU,2020-01-14 04:48:29,43.06,44.74,23.0,92,40,4.47
309,Sorong,ID,2020-01-14 04:48:29,-0.88,131.25,84.69,84,86,3.38
310,Ust-Kalmanka,RU,2020-01-14 04:48:29,52.12,83.31,21.97,83,98,13.0
311,Kaitangata,NZ,2020-01-14 04:48:30,-46.28,169.85,53.46,82,25,12.55
312,Freeport,US,2020-01-14 04:48:30,40.66,-73.58,44.6,100,90,3.36
313,Termiz,UZ,2020-01-14 04:48:30,37.22,67.28,32.0,92,44,4.7
314,Sola,VU,2020-01-14 04:48:31,-13.88,167.55,80.2,89,100,21.0
315,Arvika,SE,2020-01-14 04:48:31,59.66,12.59,39.2,86,100,16.11
316,Aklavik,CA,2020-01-14 04:48:31,68.22,-135.01,-9.4,69,5,3.36
317,Waingapu,ID,2020-01-14 04:48:31,-9.66,120.26,82.51,69,86,3.49
318,Dingle,PH,2020-01-14 04:48:31,11.0,122.67,83.89,70,24,9.78
319,Valdivia,CL,2020-01-14 04:48:32,-39.81,-73.25,46.4,100,20,1.12
320,Makasar,ID,2020-01-14 04:48:32,-5.14,119.42,89.6,66,20,4.7
321,Gat,IL,2020-01-14 04:48:32,31.61,34.76,53.01,87,40,2.24
322,Riyadh,SA,2020-01-14 04:46:19,24.69,46.72,44.6,48,0,6.93
323,Coxim,BR,2020-01-14 04:48:32,-18.51,-54.76,75.18,89,56,4.52
324,Vila Franca Do Campo,PT,2020-01-14 04:48:33,37.72,-25.43,62.6,77,40,27.51
325,Lixourion,GR,2020-01-14 04:48:33,38.2,20.43,56.14,70,100,4.32
326,Jacareacanga,BR,2020-01-14 04:48:33,-6.22,-57.75,69.94,98,0,0.34
327,Kamiiso,JP,2020-01-14 04:48:33,41.82,140.65,32.0,64,75,8.05
328,Nipawin,CA,2020-01-14 04:48:33,53.37,-104.0,-11.2,76,90,6.93
329,Bambous Virieux,MU,2020-01-14 04:48:33,-20.34,57.76,84.0,83,40,10.29
330,Cap Malheureux,MU,2020-01-14 04:45:46,-19.98,57.61,84.0,83,40,10.29
331,Impfondo,CG,2020-01-14 04:48:34,1.64,18.07,75.45,62,31,1.43
332,Damaturu,NG,2020-01-14 04:48:34,11.75,11.96,70.25,28,0,7.52
333,Chota,PE,2020-01-14 04:48:34,-6.55,-78.65,48.07,96,63,2.86
334,Nokaneng,BW,2020-01-14 04:48:34,-19.67,22.27,77.56,60,62,12.75
335,Port Blair,IN,2020-01-14 04:44:16,11.67,92.75,80.01,75,52,9.95
336,Kieta,PG,2020-01-14 04:46:54,-6.22,155.63,85.28,69,100,2.89
337,Capesterre-Belle-Eau,GP,2020-01-14 04:48:35,16.04,-61.57,73.4,83,28,5.82
338,Asau,RO,2020-01-14 04:48:35,46.43,26.4,23.0,100,100,1.12
339,Sao Sebastiao,BR,2020-01-14 04:45:57,-23.76,-45.41,76.84,70,100,6.89
340,Sotouboua,TG,2020-01-14 04:48:35,8.57,0.98,72.0,27,34,5.73
341,Samarai,PG,2020-01-14 04:48:36,-10.62,150.67,76.91,90,100,7.85
342,Makakilo City,US,2020-01-14 04:48:36,21.35,-158.09,78.8,78,90,8.05
343,Dhaulpur,IN,2020-01-14 04:48:36,26.7,77.9,66.96,44,0,3.33
344,Tessalit,ML,2020-01-14 04:45:44,20.2,1.01,44.31,40,0,12.3
345,Cayenne,GF,2020-01-14 04:48:36,4.93,-52.33,78.8,83,75,6.93
346,Honningsvag,NO,2020-01-14 04:48:36,70.98,25.97,26.6,92,90,21.92
347,Kirensk,RU,2020-01-14 04:48:37,57.79,108.11,3.0,94,98,5.7
348,Ilulissat,GL,2020-01-14 04:48:37,69.22,-51.1,6.8,65,100,16.11
349,Vao,NC,2020-01-14 04:48:37,-22.67,167.48,77.09,84,50,21.07
350,Chara,RU,2020-01-14 04:48:37,56.91,118.26,-10.95,84,0,0.67
351,Hasaki,JP,2020-01-14 04:48:37,35.73,140.83,57.99,58,40,3.36
352,Pingliang,CN,2020-01-14 04:48:38,35.54,106.69,23.52,78,84,6.17
353,Bumba,CD,2020-01-14 04:48:38,2.18,22.47,76.01,57,46,1.01
354,Atraulia,IN,2020-01-14 04:48:38,26.33,82.95,69.08,47,0,1.77
355,Baruun-Urt,MN,2020-01-14 04:48:38,46.68,113.28,6.21,85,45,11.54
356,Northam,GB,2020-01-14 04:48:38,51.03,-4.22,46.0,88,85,10.0
357,Roswell,US,2020-01-14 04:48:39,34.02,-84.36,64.99,100,90,5.44
358,Hazorasp,UZ,2020-01-14 04:48:39,41.32,61.07,24.8,85,0,4.7
359,Buchanan,LR,2020-01-14 04:48:39,5.88,-10.05,77.38,91,62,4.52
360,Rorvik,NO,2020-01-14 04:48:39,64.86,11.24,39.0,64,99,11.99
361,Cabrobo,BR,2020-01-14 04:48:39,-8.51,-39.31,76.35,70,33,12.8
362,Portland,US,2020-01-14 04:48:40,45.52,-122.68,39.2,93,90,2.21
363,Jurado,CO,2020-01-14 04:48:40,7.11,-77.76,81.27,74,40,5.14
364,Fallon,US,2020-01-14 04:48:40,39.47,-118.78,46.4,45,40,13.87
365,Muravlenko,RU,2020-01-14 04:48:40,63.79,74.52,16.25,94,100,10.45
366,Lunenburg,CA,2020-01-14 04:47:15,44.38,-64.32,28.99,95,100,2.21
367,Sisimiut,GL,2020-01-14 04:45:49,66.94,-53.67,-2.2,69,53,11.12
368,Yangambi,CD,2020-01-14 04:48:41,0.81,24.43,76.48,68,72,2.62
369,Amapa,BR,2020-01-14 04:48:41,1.0,-52.0,70.02,99,83,1.57
370,Santa Lucia,ES,2020-01-14 04:48:41,27.91,-15.54,62.01,63,0,6.93
371,Chernyshevskiy,RU,2020-01-14 04:48:41,63.01,112.47,-8.09,96,99,5.97
372,Tuatapere,NZ,2020-01-14 04:48:42,-46.13,167.68,56.41,60,62,5.35
373,Nouadhibou,MR,2020-01-14 04:46:30,20.93,-17.03,62.6,42,75,12.75
374,Bouca,CF,2020-01-14 04:48:42,6.51,18.27,68.49,24,8,2.15
375,Tigre,AR,2020-01-14 04:48:42,-34.43,-58.58,79.0,73,0,11.41
376,Tomatlan,MX,2020-01-14 04:48:43,19.93,-105.25,68.85,58,60,3.13
377,Kruisfontein,ZA,2020-01-14 04:45:38,-34.0,24.73,72.72,79,31,7.25
378,Harbour Breton,CA,2020-01-14 04:46:52,47.48,-55.8,14.0,100,82,7.63
379,Kununurra,AU,2020-01-14 04:48:43,-15.77,128.73,96.8,41,80,6.93
380,Zigong,CN,2020-01-14 04:46:53,29.34,104.78,53.74,55,62,2.39
381,Angoche,MZ,2020-01-14 04:48:44,-16.23,39.91,82.8,79,93,3.62
382,Nampula,MZ,2020-01-14 04:48:44,-15.12,39.27,75.2,94,75,4.7
383,Mandalgovi,MN,2020-01-14 04:48:44,45.76,106.27,10.51,68,0,5.39
384,Kawalu,ID,2020-01-14 04:48:44,-7.38,108.21,86.0,50,92,5.75
385,Volterra,IT,2020-01-14 04:48:45,43.4,10.86,39.99,100,40,1.12
386,Luderitz,NA,2020-01-14 04:48:46,-26.65,15.16,64.4,82,0,10.29
387,Campbell River,CA,2020-01-14 04:48:46,50.02,-125.24,24.8,67,90,8.05
388,Darovskoy,RU,2020-01-14 04:48:46,58.77,47.96,16.77,97,80,5.68
389,Dawlatabad,AF,2020-01-14 04:48:47,36.41,64.91,36.16,58,94,5.95
390,Ahipara,NZ,2020-01-14 04:48:47,-35.17,173.17,65.17,82,62,10.98
391,Olafsvik,IS,2020-01-14 04:48:47,64.89,-23.71,31.42,74,100,52.12
392,Macapa,BR,2020-01-14 04:48:47,0.04,-51.07,78.8,100,75,3.36
393,Raudeberg,NO,2020-01-14 04:48:47,61.99,5.14,43.0,86,75,24.16
394,Urucara,BR,2020-01-14 04:48:47,-2.54,-57.76,72.27,99,98,2.64
395,Pemberton,CA,2020-01-14 04:48:48,50.32,-122.8,-15.43,85,100,4.56
396,Thongwa,MM,2020-01-14 04:48:48,16.76,96.53,78.8,69,0,3.36
397,Lom Sak,TH,2020-01-14 04:48:48,16.78,101.24,90.0,48,10,2.24
398,Govindgarh,IN,2020-01-14 04:48:48,27.5,76.98,62.98,63,8,6.96
399,Lazaro Cardenas,MX,2020-01-14 04:48:48,17.96,-102.2,73.62,88,0,3.36
400,Salisbury,GB,2020-01-14 04:48:49,51.07,-1.8,48.99,81,68,13.87
401,Ures,MX,2020-01-14 04:48:49,29.43,-110.4,60.01,55,43,4.0
402,Harper,LR,2020-01-14 04:46:28,4.38,-7.72,75.29,96,0,3.2
403,Maua,BR,2020-01-14 04:45:46,-23.67,-46.46,68.0,82,75,6.93
404,Yerbogachen,RU,2020-01-14 04:48:50,61.28,108.01,-0.4,94,100,7.2
405,Naze,JP,2020-01-14 04:45:43,28.37,129.48,69.8,49,20,10.29
406,Comodoro Rivadavia,AR,2020-01-14 04:47:21,-45.87,-67.5,77.0,49,17,31.09
407,Yingcheng,CN,2020-01-14 04:48:50,30.95,113.55,46.4,49,1,6.71
408,Talnakh,RU,2020-01-14 04:48:50,69.49,88.4,8.6,84,75,29.08
409,Anahuac,MX,2020-01-14 04:48:51,27.23,-100.15,67.1,85,100,4.79
410,Bosaso,SO,2020-01-14 04:48:51,11.28,49.18,75.2,73,20,21.92
411,Coshocton,US,2020-01-14 04:48:51,40.27,-81.86,35.01,100,1,5.1
412,Erenhot,CN,2020-01-14 04:48:51,43.65,111.98,11.86,71,83,8.97
413,Sabang,ID,2020-01-14 04:48:51,5.89,95.32,82.02,78,66,20.33
414,Iqaluit,CA,2020-01-14 04:48:52,63.75,-68.51,-2.2,58,90,13.87
415,Balaipungut,ID,2020-01-14 04:48:52,1.05,101.28,84.2,74,75,5.03
416,Caravelas,BR,2020-01-14 04:45:57,-17.71,-39.25,78.87,83,51,10.69
417,Nabire,ID,2020-01-14 04:48:52,-3.37,135.48,86.27,65,82,4.34
418,Nkayi,CG,2020-01-14 04:47:15,-4.18,13.29,72.93,95,76,0.6
419,Ibajay,PH,2020-01-14 04:48:53,11.82,122.16,79.81,82,23,10.02
420,Liverpool,GB,2020-01-14 04:48:53,53.41,-2.98,44.01,80,100,9.17
421,Taltal,CL,2020-01-14 04:45:28,-25.4,-70.48,57.72,87,43,4.0
422,Najran,SA,2020-01-14 04:48:53,17.49,44.13,46.4,45,22,4.7
423,Vuktyl,RU,2020-01-14 04:48:54,63.86,57.31,-11.99,99,86,2.35
424,Mangaratiba,BR,2020-01-14 04:48:54,-22.96,-44.04,75.2,88,90,2.24
425,Itarantim,BR,2020-01-14 04:48:54,-15.66,-40.07,68.88,97,41,1.28
426,Saint Stephen,GB,2020-01-14 04:48:54,50.33,-4.9,48.99,87,68,16.11
427,Kidal,ML,2020-01-14 04:48:54,18.44,1.41,48.06,30,6,14.54
428,Iroquois Falls,CA,2020-01-14 04:48:54,48.77,-80.68,-11.2,76,20,3.36
429,Synya,RU,2020-01-14 04:48:55,65.37,58.04,-8.63,97,8,1.81
430,Doka,SD,2020-01-14 04:48:55,13.52,35.77,71.26,30,0,5.3
431,Gazanjyk,TM,2020-01-14 04:48:55,39.24,55.52,39.56,44,0,2.39
432,Mundo Nuevo,MX,2020-01-14 04:48:55,18.7,-95.5,71.96,91,34,2.8
433,Susehri,TR,2020-01-14 04:48:56,40.16,38.09,21.18,58,0,2.98
434,Qasigiannguit,GL,2020-01-14 04:48:56,68.82,-51.19,6.8,65,100,16.11
435,Redding,US,2020-01-14 04:48:56,40.59,-122.39,50.0,76,90,10.29
436,Vanavara,RU,2020-01-14 04:48:56,60.34,102.28,1.85,95,100,3.6
437,Petropavlovsk-Kamchatskiy,RU,2020-01-14 04:48:56,53.05,158.65,30.2,80,75,4.47
438,Xam Nua,LA,2020-01-14 04:48:57,20.42,104.04,77.2,43,5,4.65
439,Constitucion,CL,2020-01-14 04:45:51,-35.33,-72.42,54.54,87,11,7.02
440,Winton,US,2020-01-14 04:48:57,37.39,-120.61,51.01,100,5,1.07
441,Bourail,NC,2020-01-14 04:48:57,-21.57,165.48,82.36,59,79,1.97
442,Kargasok,RU,2020-01-14 04:48:57,59.06,80.86,12.13,90,100,15.32
443,Trapani,IT,2020-01-14 04:48:58,37.83,12.67,48.2,76,0,3.36
444,Havoysund,NO,2020-01-14 04:48:58,71.0,24.66,26.6,92,90,21.92
445,Hirara,JP,2020-01-14 04:48:58,24.8,125.28,75.2,50,20,9.17
446,Myitkyina,MM,2020-01-14 04:48:58,25.38,97.4,79.65,33,0,0.83
447,Eureka,US,2020-01-14 04:47:29,40.8,-124.16,50.0,81,90,8.05
448,Baneh,IR,2020-01-14 04:48:59,36.0,45.89,19.81,92,41,8.57
449,Lorengau,PG,2020-01-14 04:48:59,-2.02,147.27,82.65,77,100,21.43
450,Chicama,PE,2020-01-14 04:48:59,-7.84,-79.15,68.0,88,81,8.05
451,Havre-Saint-Pierre,CA,2020-01-14 04:48:59,50.23,-63.6,1.4,70,75,6.93
452,Sawtell,AU,2020-01-14 04:49:00,-30.38,153.1,82.0,69,90,11.41
453,Coihaique,CL,2020-01-14 04:49:00,-45.58,-72.07,59.0,72,90,8.05
454,Norman Wells,CA,2020-01-14 04:49:00,65.28,-126.83,-16.6,68,5,11.41
455,San Policarpo,PH,2020-01-14 04:49:00,12.18,125.51,81.93,81,5,11.95
456,Shvartsevskiy,RU,2020-01-14 04:49:00,54.1,37.99,29.97,92,83,7.96
457,Andenes,NO,2020-01-14 04:49:01,69.31,16.12,34.0,73,75,9.17
458,Benicarlo,ES,2020-01-14 04:49:01,40.42,0.43,33.01,66,14,6.04
459,Alpena,US,2020-01-14 04:49:01,45.06,-83.43,30.99,86,40,6.93
460,Beldanga,IN,2020-01-14 04:49:01,23.93,88.25,75.42,40,0,2.75
461,Carballo,ES,2020-01-14 04:49:01,43.21,-8.69,57.0,87,75,21.92
462,Mimoso Do Sul,BR,2020-01-14 04:49:02,-21.06,-41.37,68.81,99,100,2.17
463,Angouleme,FR,2020-01-14 04:49:02,45.65,0.15,44.6,75,76,12.75
464,Vijayawada,IN,2020-01-14 04:49:02,16.52,80.62,75.2,83,40,4.7
465,Tha Bo,TH,2020-01-14 04:46:07,17.85,102.58,80.6,57,20,6.93
466,Hojai,IN,2020-01-14 04:49:03,26.0,92.87,72.75,63,0,1.25
467,Senanga,ZM,2020-01-14 04:49:03,-16.12,23.27,71.44,83,100,2.57
468,Naya Bazar,IN,2020-01-14 04:49:03,27.13,88.27,68.95,42,0,5.79
469,Saint-Augustin,CA,2020-01-14 04:49:03,51.23,-58.65,7.23,73,100,17.18
470,Hervey Bay,AU,2020-01-14 04:49:03,-25.3,152.85,88.0,52,11,17.22
471,Goundam,ML,2020-01-14 04:49:03,16.41,-3.67,50.04,33,0,13.82
472,Adrar,MR,2020-01-14 04:49:04,20.5,-10.07,49.71,36,16,13.24
473,Imeni Poliny Osipenko,RU,2020-01-14 04:49:04,52.42,136.49,-4.95,94,81,5.7
474,Dir,PK,2020-01-14 04:44:09,35.21,71.88,34.29,96,94,2.84
475,Kayerkan,RU,2020-01-14 04:49:04,69.35,87.76,8.6,84,75,29.08
476,Axim,GH,2020-01-14 04:49:04,4.87,-2.24,76.35,94,0,2.26
477,La Asuncion,VE,2020-01-14 04:49:04,11.03,-63.86,78.8,94,40,5.82
478,Astana,KZ,2020-01-14 04:49:05,51.18,71.45,14.0,85,90,20.13
479,Flinders,AU,2020-01-14 04:49:05,-34.58,150.86,82.0,61,75,13.87
480,Amnat Charoen,TH,2020-01-14 04:49:05,15.86,104.63,86.0,45,2,3.38
481,Vinces,EC,2020-01-14 04:49:06,-1.55,-79.73,82.4,61,75,9.17
482,Meridian,US,2020-01-14 04:44:58,43.61,-116.39,33.8,86,90,18.34
483,Dudinka,RU,2020-01-14 04:49:06,69.41,86.18,8.6,84,75,29.08
484,Bataipora,BR,2020-01-14 04:49:07,-22.3,-53.27,72.5,97,97,2.64
485,Juba,SS,2020-01-14 04:49:07,4.85,31.58,82.27,16,84,1.72
486,Tezu,IN,2020-01-14 04:49:07,27.92,96.17,72.09,34,0,3.29
487,Zaranj,AF,2020-01-14 04:49:07,30.97,61.88,33.8,86,0,6.93
488,Belaya Gora,RU,2020-01-14 04:49:08,68.53,146.42,-16.91,97,100,1.72
489,Skibbereen,IE,2020-01-14 04:47:12,51.55,-9.27,37.4,93,40,10.29
490,Puerto Escondido,MX,2020-01-14 04:46:06,15.85,-97.07,71.53,55,0,4.99
491,Kangaatsiaq,GL,2020-01-14 04:49:09,68.31,-53.46,13.14,76,100,8.34
492,La Grande,US,2020-01-14 04:49:09,45.32,-118.09,32.0,92,90,4.0
493,Talakan,RU,2020-01-14 04:49:09,50.32,130.37,-2.43,88,38,1.97
494,Shitanjing,CN,2020-01-14 04:49:09,39.23,106.34,24.35,49,50,4.07
495,Mehamn,NO,2020-01-14 04:46:48,71.04,27.85,24.8,79,90,18.34
496,Alexandria,EG,2020-01-14 04:49:10,31.22,29.96,53.6,87,40,3.87
497,Grand-Santi,GF,2020-01-14 04:49:10,4.25,-54.38,70.84,99,74,0.67
498,Flin Flon,CA,2020-01-14 04:45:22,54.77,-101.86,-7.06,98,100,2.98
499,Carutapera,BR,2020-01-14 04:49:10,-1.2,-46.02,81.01,75,2,9.37
500,Wagar,SD,2020-01-14 04:49:11,16.15,36.2,64.81,68,11,9.15
501,Ouadda,CF,2020-01-14 04:49:11,8.08,22.4,63.54,22,0,3.69
502,Mae Hong Son,TH,2020-01-14 04:49:12,19.3,97.97,71.6,64,20,5.59
503,Antalaha,MG,2020-01-14 04:49:12,-14.9,50.28,81.82,76,38,11.12
504,San Miguel,SV,2020-01-14 04:49:12,13.48,-88.18,72.64,66,0,3.0
505,Nyamuswa,TZ,2020-01-14 04:49:12,-1.9,34.02,68.0,88,40,3.53
506,Sfantu Gheorghe,RO,2020-01-14 04:49:12,45.87,25.78,19.99,89,82,1.3
507,Micco,US,2020-01-14 04:49:12,27.88,-80.5,73.99,83,1,6.93
508,Naranjal,EC,2020-01-14 04:49:13,-2.67,-79.62,82.4,61,75,9.17
509,Conde,BR,2020-01-14 04:49:13,-7.26,-34.91,78.8,83,20,6.93
510,Bera,BD,2020-01-14 04:49:13,24.08,89.62,75.42,42,0,3.89
511,Visby,SE,2020-01-14 04:49:13,57.64,18.3,41.0,100,97,10.29
512,Colesberg,ZA,2020-01-14 04:49:14,-30.72,25.1,75.87,42,50,7.96
513,Port Hardy,CA,2020-01-14 04:49:14,50.7,-127.42,23.0,92,90,2.24
514,Biak,ID,2020-01-14 04:49:14,-0.91,122.88,84.27,69,35,5.1
515,Alihe,CN,2020-01-14 04:49:14,50.57,123.72,4.93,76,93,2.82
516,Tatawin,TN,2020-01-14 04:49:15,32.93,10.45,44.6,87,10,3.36
517,Barentu,ER,2020-01-14 04:49:15,15.11,37.59,70.29,35,0,2.86
518,Krasnoselkup,RU,2020-01-14 04:46:55,65.7,82.47,12.18,92,100,22.03
519,Dzhebariki-Khaya,RU,2020-01-14 04:49:15,62.22,135.8,-17.91,98,100,1.48
520,Doha,QA,2020-01-14 04:49:15,25.29,51.53,62.01,47,0,4.7
521,Staritsa,RU,2020-01-14 04:49:15,56.51,34.94,32.32,90,100,6.04
522,Rosetta,EG,2020-01-14 04:49:16,31.4,30.42,53.6,87,40,3.42
523,Itarema,BR,2020-01-14 04:49:16,-2.92,-39.92,74.3,95,97,3.22
524,Ormond Beach,US,2020-01-14 04:45:58,29.29,-81.06,68.0,93,90,8.79
525,Tabuk,PH,2020-01-14 04:49:17,17.42,121.44,79.45,75,53,9.91
526,Santa Rita,BR,2020-01-14 04:49:17,-7.11,-34.98,78.8,83,20,6.93
527,Dong Xoai,VN,2020-01-14 04:46:16,11.53,106.92,90.5,35,0,5.88
528,Sijunjung,ID,2020-01-14 04:49:17,-0.69,100.95,83.17,70,91,2.51
529,Buin,CL,2020-01-14 04:49:17,-33.73,-70.75,68.0,45,0,5.82
530,Rey Bouba,CM,2020-01-14 04:49:18,8.67,14.18,67.51,24,0,1.52
531,Orsha,BY,2020-01-14 04:49:18,54.52,30.41,35.6,93,90,8.95
532,Vestmanna,FO,2020-01-14 04:47:01,62.16,-7.17,41.0,93,100,24.16
533,Abnub,EG,2020-01-14 04:49:18,27.27,31.15,42.8,75,10,9.17
534,Tadine,NC,2020-01-14 04:49:18,-21.55,167.88,79.25,77,40,16.4
535,Shimanovsk,RU,2020-01-14 04:49:19,52.0,127.7,2.17,88,44,2.1
536,Port Moresby,PG,2020-01-14 04:46:17,-9.44,147.18,82.4,83,40,18.34
537,Sakaiminato,JP,2020-01-14 04:49:19,35.55,133.23,50.0,53,75,6.93
538,Mutoko,ZW,2020-01-14 04:49:19,-17.4,32.23,68.63,86,100,5.21
539,Waitati,NZ,2020-01-14 04:49:20,-45.75,170.57,60.01,70,27,15.99
540,Goderich,CA,2020-01-14 04:49:20,43.75,-81.72,35.01,85,94,3.0
541,Hamilton,US,2020-01-14 04:49:20,39.18,-84.53,42.01,93,1,4.7
542,Port Keats,AU,2020-01-14 04:49:20,-14.25,129.55,94.3,48,61,3.42
543,Hargeysa,SO,2020-01-14 04:47:19,9.56,44.06,60.8,87,75,11.41
544,Mangrol,IN,2020-01-14 04:45:45,21.12,70.12,67.05,58,32,7.45
545,Pella,RU,2020-01-14 04:49:21,59.78,30.82,37.0,89,90,13.42
546,Yar-Sale,RU,2020-01-14 04:49:21,66.83,70.83,-6.29,92,85,15.57
547,Manaure,CO,2020-01-14 04:49:21,11.78,-72.44,78.01,79,0,22.03
548,Saint Anthony,US,2020-01-14 04:46:06,45.02,-93.22,28.4,100,90,8.05
549,Kalmunai,LK,2020-01-14 04:47:01,7.42,81.82,79.54,65,73,13.35
550,Ewa Beach,US,2020-01-14 04:47:16,21.32,-158.01,78.8,65,75,13.87
551,Yaan,NG,2020-01-14 04:49:22,7.38,8.57,74.55,89,0,2.26
552,Batemans Bay,AU,2020-01-14 04:49:22,-35.72,150.18,77.0,77,0,4.0
553,Kassala,SD,2020-01-14 04:49:22,15.45,36.4,64.71,70,0,10.29
554,Safaga,EG,2020-01-14 04:49:23,26.73,33.94,53.6,62,2,8.05
555,Roald,NO,2020-01-14 04:49:23,62.58,6.13,46.99,75,100,11.41
556,Kalaiya,NP,2020-01-14 04:49:23,27.03,85.0,71.26,44,0,4.23
557,Champerico,GT,2020-01-14 04:49:23,14.3,-91.92,74.62,77,0,2.26
558,Xiamen,CN,2020-01-14 04:49:24,24.48,118.08,66.2,55,0,8.95
559,Mwanza,TZ,2020-01-14 04:49:24,-2.52,32.9,68.0,94,75,5.77
560,Clinton,US,2020-01-14 04:49:24,42.59,-82.92,36.0,90,90,4.59
561,Namatanai,PG,2020-01-14 04:49:24,-3.67,152.43,84.06,74,88,15.37
562,Praia Da Vitoria,PT,2020-01-14 04:49:24,38.73,-27.07,62.6,82,75,38.34
563,Nangomba,TZ,2020-01-14 04:49:24,-10.9,38.5,78.73,82,100,5.5
564,Stepnogorsk,KZ,2020-01-14 04:49:25,52.35,71.89,15.8,85,99,22.39
565,Aljezur,PT,2020-01-14 04:49:25,37.32,-8.8,53.01,80,100,15.5
566,Ribeirao Bonito,BR,2020-01-14 04:49:25,-22.07,-48.18,67.32,97,100,6.55
567,Fort Nelson,CA,2020-01-14 04:43:04,58.81,-122.7,-32.8,73,5,0.85
568,Sechura,PE,2020-01-14 04:49:26,-5.56,-80.82,70.47,88,0,8.57
569,Martapura,ID,2020-01-14 04:45:40,-3.42,114.85,87.8,74,40,8.05
570,Marabba,SD,2020-01-14 04:49:26,12.35,32.18,69.55,15,0,8.03
571,Miraflores,MX,2020-01-14 04:49:26,19.22,-98.81,62.6,51,20,6.93
572,Tchollire,CM,2020-01-14 04:49:27,8.4,14.17,67.51,24,0,1.52
